product_url,product_name,product_name2,product_SKU,product_img,description,technical_data,accessories
https://www.delco.co.il:443/p/12251-%D7%9E%D7%91%D7%A8%D7%92%D7%94-%D7%9E%D7%A7%D7%93%D7%97%D7%94-%D7%A8%D7%95%D7%98%D7%98%D7%AA-%D7%A7%D7%95%D7%9E%D7%A4%D7%A7%D7%98%D7%99%D7%AA-brushless,מברגה/מקדחה רוטטת קומפקטית Brushless,,,"https://www.delco.co.il/media/Objects/Products/EF714DB68CFD4F99A3CEB1C231F75E9F.jpg
https://www.delco.co.il/media/Objects/Products/F26410094426452ABDE1EA77FF6A8190.jpg
https://www.delco.co.il/media/Objects/Products/D1B2E364D6F045929BDFE69A87446481.jpg","
						
	מברגה/מקדחה רוטטת מסדרת Brushless של מילווקי קומפקטית במיוחד באורך כללי של רק 165 מ""מ לעבודה נוחה במקומות ללא גישה
	פוטר 13 מתכתי להחלפת מהירה של ביטים ומקדחים
	מומנט של 60 ניוטון – היחס הטוב בקטגוריה של משקל/כוח
	REDLINK™ - אלקטרוניקה הדיגיטלית המתקדמת מסוגה לעמידות הטובה ביותר בקטגוריה
	REDLITHIOM-ION - עד פי 2 יותר זמן עבודה, 20% יותר כוח ועד פי 2 אורך חיים ומחזורי טעינה
	תפס חגורה מתכתי
	מד חיווי סוללה
	נורת LED

 					","
                       
	מתח עבודה - 18V
	פוטר - 13 מ""מ
	כושר קידוח במתכת - 13 מ""מ
	כושר קידוח בעץ - 52 מ""מ
	כושר קידוח בבטון - 16 מ""מ 
	מומנט פיתול מקסימלי - 60 ניוטון/מטר
	מהירות הילוך ראשון - 0-500 סל""ד
	מהירות הילוך שני - 0-1,800 סל""ד
	משקל כולל סוללה - 1.8 ק""ג

					",
https://www.delco.co.il:443/p/12250-%D7%9E%D7%91%D7%A8%D7%92%D7%94-%D7%9E%D7%A7%D7%93%D7%97%D7%94-%D7%A7%D7%95%D7%9E%D7%A4%D7%A7%D7%98%D7%99%D7%AA-brushless,מברגה/מקדחה קומפקטית Brushless,,,"https://www.delco.co.il/media/Objects/Products/7C929703072042DFB61E573B8FD5CD46.jpg
https://www.delco.co.il/media/Objects/Products/752C2D6237594B39A865A00C7C49677F.jpg","
						
	מברגה/מקדחה מסדרת Brushless של מילווקי קומפקטית במיוחד באורך כללי של רק 165 מ""מ לעבודה נוחה במקומות ללא גישה
	פוטר 13 מתכתי להחלפת מהירה של ביטים ומקדחים
	מומנט של 60 ניוטון – היחס הטוב בקטגוריה של משקל/כוח
	REDLINK™ - אלקטרוניקה הדיגיטלית המתקדמת מסוגה לעמידות הטובה ביותר בקטגוריה
	REDLITHIOM-ION - עד פי 2 יותר זמן עבודה, 20% יותר כוח ועד פי 2 אורך חיים ומחזורי טעינה
	תפס חגורה מתכתי
	מד חיווי סוללה
	נורת LED

 					","
                       
	מתח עבודה - 18V
	פוטר - 13 מ""מ
	כושר קידוח במתכת - 13 מ""מ
	כושר קידוח בעץ - 52 מ""מ
	מומנט פיתול מקסימלי - 60 ניוטון/מטר
	מהירות הילוך ראשון - 0-500 סל""ד
	מהירות הילוך שני - 0-1,800 סל""ד
	משקל כולל סוללה - 1.8 ק""ג

					",
https://www.delco.co.il:443/p/8232-%D7%A9%D7%95%D7%90%D7%91-%D7%90%D7%91%D7%A7-%D7%9E%D7%A9%D7%95%D7%9C%D7%91-%D7%9E%D7%A4%D7%95%D7%97-18v-%D7%93%D7%95%D7%A8-%D7%97%D7%93%D7%A9,שואב אבק משולב מפוח 18V – דור חדש,,,"https://www.delco.co.il/media/Objects/Products/16A990DA234A4C09BA5B94CA0085A880.jpg
https://www.delco.co.il/media/Objects/Products/31DC3EA6199349BD982DB2B0B77A2498.jpg
https://www.delco.co.il/media/Objects/Products/9003F1D3A41F4B49B70AF7523C115725.jpg","
						
	שואב אבק משולב מפוח בעל מנוע 18V עם שאיבה בעוצמה של 80 בר ועד 1300 ליטר אוויר בדקה.
	פילטר HEPA  - איסוף עד 99.7% מן האבק ומשולב פילטר רטוב/יבש לשאיבה אופטימלית
	עד 30 דקות עבודה רצוף עם סוללות 9 אמפר!
	אחסון אביזרי השואב במקומות ייעודיים מבלי שיאבדו
	מפוח מובנה
	כניסת שואב DEK 26 -  לחיבור מהיר של כלי עבודה
	מתג עם הגנה מפני מים

 					","
                       
	מתח עבודה  18V
	יכולת שאיבת אוויר/ יציאת אוויר 1300 ליטר בדקה 
	נפח כניסת מים מקסימלי 7.5 ליטר
	קוטר פתח השואב – 41 מ""מ
	עוצמת שאיבה - 80 בר
	מפוח אוויר – 21 ליטר בשנייה
	משקל עם סוללה 5 אמפר - 5.3 ק""ג

					",
https://www.delco.co.il:443/p/8220-%D7%97%D7%95%D7%AA%D7%9A-%D7%9B%D7%91%D7%9C%D7%99%D7%9D-%D7%94%D7%99%D7%93%D7%A8%D7%90%D7%95%D7%9C%D7%99-%D7%A0%D7%98%D7%A2%D7%9F-%D7%A2%D7%93-45-%D7%9E'%D7%9E-force-logic,"חותך כבלים הידראולי נטען עד 45 מ""מ – FORCE LOGIC",,,"https://www.delco.co.il/media/Objects/Products/E5F81CA797B749C39A226A3194E3E6A0.jpg
https://www.delco.co.il/media/Objects/Products/84DD6A98032B47799EDEA0038B55C382.jpg","
						• FORCE LOGIC™  - חותך כבלים הידראולי נטען החזק בקטגוריה - חותך כבלים מסוג ACSR/ACSS תוך פחות 3 שניות עם כוח של 77.8 kN

• POWERSTATE BRUSHLESS  טכנולוגיית העל – מנוע מגנטי ללא פחמים!

• חותך כבלים מסוג ACSR/ACSS עד 44 מ""מ

• פטנט ייחודי למילווקי - לסתות בעיצוב ייחודי אשר מאפשר פתיחה עם 2 אצבעות בלבד, כמו כן תורם לחיתוך ישר ומאוזן גם בשימוש בכפפות בטיחותיות מ class3

• הכבל מבצע נעילה אוטומטית של הסוגר, מאפשרת ידיים חופשיות בזמן נעילה. החיתוכים הטובים ביותר במידות הבינוניות, עם עיצוב מאוזן המספק שליטה אבסולוטית

• ראש מסתובב ב340 מעלות משולב במערכת הידרואלית עם כוח של kN 77.8 והחיתוך המהיר ביותר בקטגוריה עם כמות החיתוכים הגדולה ביותר בסוללה אחת!

• Milwaukee® ONE-KEY™ - בזכות טכנלוגיית הonekey הצוות שלכם יוכל לקבל מידע על השימוש, לקבל התראות על טיפולים עתידיים ומסנכרן את כל המידע ישירות לענן

• REDLINK PLUS- האלקטרוניקה הדיגיטלית המתקדמת מסוגה המבטיחה תקשורת מלאה בין הסוללה לחותך, ומהווה הגנה נוספת מפני עומס ייתר ושיפור התפקוד תחת עומסים קשים

• REDLITHIOM-ION  עד פי 2 יותר זמן עבודה, 20% יותר כוח, ועד פי 2 אורך חיים ומחזורי טעינה.
 					","
                       
	מתח עבודה – 18V
	כוח חיתוך בkN – 77.8
	זמן חיתוך בשניות – 9> פחות מ9 שניות
	גודל חיתוך מקסימלי – 45 מ""מ

					",
https://www.delco.co.il:443/p/8219-%D7%97%D7%95%D7%AA%D7%9A-%D7%9B%D7%91%D7%9C%D7%99%D7%9D-%D7%AA%D7%AA-%D7%A7%D7%A8%D7%A7%D7%A2%D7%99%D7%99%D7%9D-%D7%94%D7%99%D7%93%D7%A8%D7%95%D7%90%D7%9C%D7%99-%D7%A0%D7%98%D7%A2%D7%9F-%D7%A2%D7%93-75-%D7%9E'%D7%9E-force-logic,"חותך כבלים תת קרקעיים הידרואלי נטען עד 75 מ""מ - FORCE LOGIC",,,https://www.delco.co.il/media/Objects/Products/E6D46DB0C3B54586B2ECA753906C0D47.jpg,"
						• חותך כבלים תת קרקעיים הידראולי נטען עד קוטר 75 מ""מ ! חותך כבלים תוך פחות מ9 שניות ובעוצמה של kN 77.8 

• POWERSTATE BRUSHLESS  טכנולוגיית העל – מנוע מגנטי ללא פחמים!

• חותך כבלים מנחושת או אלומיניום עד 75 מ""מ

• עיצוב בקו ישר לגישה נוחה בתעלות וחיתוך ובטיחותי נוח בזמן עמידה

• ידית עליונה ורסטילית למגוון שימושים אשר תומכת לחיתוכים ישרים ומאוזנים

• ראש מסתובב ב340 מעלות לחיתוך נוח בכל זווית עם כוח של kN 77.8 והחיתוך המהיר ביותר בקטגוריה!

• Milwaukee® ONE-KEY™ - בזכות טכנלוגיית הonekey הצוות שלכם יוכל לקבל מידע על השימוש, לקבל התראות על טיפולים עתידיים ומסנכרן את כל המידע ישירות לענן

• REDLINK PLUS- האלקטרוניקה הדיגיטלית המתקדמת מסוגה המבטיחה תקשורת מלאה בין הסוללה לחותך, ומהווה הגנה נוספת מפני עומס ייתר ושיפור התפקוד תחת עומסים קשים

• REDLITHIOM-ION  עד פי 2 יותר זמן עבודה, 20% יותר כוח, ועד פי 2 אורך חיים ומחזורי טעינה.
 					","
                       
	מתח עבודה – 18V
	כוח חיתוך בkN – 77.8
	זמן חיתוך בשניות – 10> פחות מ10 שניות
	גודל חיתוך מקסימלי – 75 מ""מ
	משקל כולל סוללה – 7.9 ק""ג

					",
https://www.delco.co.il:443/p/8218-%D7%97%D7%95%D7%AA%D7%9A-%D7%9B%D7%91%D7%9C%D7%99%D7%9D-%D7%AA%D7%AA-%D7%A7%D7%A8%D7%A7%D7%A2%D7%99%D7%99%D7%9D-%D7%94%D7%99%D7%93%D7%A8%D7%95%D7%90%D7%9C%D7%99-%D7%A0%D7%98%D7%A2%D7%9F-%D7%A2%D7%93-75-%D7%9E'%D7%9E-%D7%A9%D7%9C%D7%98-%D7%A8%D7%97%D7%95%D7%A7-force-logic,"חותך כבלים תת קרקעיים הידרואלי נטען עד 75 מ""מ + שלט רחוק - FORCE LOGIC",,,"https://www.delco.co.il/media/Objects/Products/68ABA50C08724F29B8492D2ABE8B55CE.jpg
https://www.delco.co.il/media/Objects/Products/CD05BECECF0846E09289091723EBFBE6.jpg","
						• חותך כבלים תת קרקעיים הידראולי נטען עד קוטר 75 מ""מ ! חותך כבלים תוך פחות מ9 שניות ובעוצמה של kN 77.8 

• POWERSTATE BRUSHLESS  טכנולוגיית העל – מנוע מגנטי ללא פחמים!

• חותך כבלים מנחושת או אלומיניום עד 75 מ""מ

• מתחברים לכלי בעזרת השלט הרחוק עם חיבור BLUETOOTH  המאפשר למשתמש לבצע חיתוך בטיחותי בכבלי חשמל ללא מגע יד בכלי ובכבל ממרחק 

• אור ירוק יתריע שהפעולה הסתיימה בהצלחה

• ניתן לעבור ממצב אלחוטי עם שלט רחוק למצב חיתוך ידני בקלות

• עיצוב בקו ישר לגישה נוחה בתעלות וחיתוך ובטיחותי נוח בזמן עמידה

• ידית עליונה ורסטילית למגוון שימושים אשר תומכת לחיתוכים ישרים ומאוזנים

• ראש מסתובב ב340 מעלות לחיתוך נוח בכל זווית עם כוח של kN 77.8 והחיתוך המהיר ביותר בקטגוריה!

• Milwaukee® ONE-KEY™ - בזכות טכנלוגיית הonekey הצוות שלכם יוכל לקבל מידע על השימוש, לקבל התראות על טיפולים עתידיים ומסנכרן את כל המידע ישירות לענן

• REDLINK PLUS- האלקטרוניקה הדיגיטלית המתקדמת מסוגה המבטיחה תקשורת מלאה בין הסוללה לחותך, ומהווה הגנה נוספת מפני עומס ייתר ושיפור התפקוד תחת עומסים קשים

• REDLITHIOM-ION  עד פי 2 יותר זמן עבודה, 20% יותר כוח, ועד פי 2 אורך חיים ומחזורי טעינה.
 					","
                       
	מתח עבודה – 18V
	כוח חיתוך בkN – 77.8
	זמן חיתוך בשניות – 10> פחות מ10 שניות
	קוטר חיתוך מקסימלי באלומיניום ונחושת – 75 מ""מ 
	אינו מתאים לחיתוך ברזל בניין!
	משקל כולל סוללה – 7.9 ק""ג

					",
https://www.delco.co.il:443/p/8217-%D7%9C%D7%95%D7%97%D7%A5-%D7%A0%D7%95%D7%A2%D7%9C%D7%99-%D7%9B%D7%91%D7%9C-109-%D7%A7%D7%99%D7%9C%D7%95-%D7%A0%D7%99%D7%95%D7%98%D7%95%D7%9F-m18-force-logic,לוחץ נועלי כבל 109 קילו-ניוטון M18 FORCE LOGIC,M18 HCCT109/42,,"https://www.delco.co.il/media/Objects/Products/456990E062B24A5882F4989F189DF201.jpg
https://www.delco.co.il/media/Objects/Products/F73FC40DDD424E599E8ED420895ADA3D.jpg","
						
	FORCE LOGIC™ - לוחץ כבלים הידראולי נטען עוצמתי! מאפשר לחיצת נועלי כבלים ומחברים בפחות מ 3 שניות ובעוצמה של 109 קילו ניוטון
	POWERSTATE BRUSHLESS טכנולוגיית העל – מנוע מגנטי ללא פחמים!
	הכלי המאוזן ביותר בקטגוריה והנוח ביותר לשליטה ביד אחת
	פתיחת שפתיים עד 42 מ""מ וניתן לסיבוב עד 350 מעלות , מתאים לעבודה גם במקומות צרים ללא גישה
	סימון אדום על השפתיים מנחה היכן לשים את הסוגר במדויק
	שפתיים מהפכניות אשר לוחצות את הכבלים והנועלי כבלים בצורה הישרה והמקצועית ביותר
	PFM™  - מזהה בצורה אוטומטית את הכוח שצריך להפעיל בכל לחיצה , ומאפשר לחץ אופטימלי בכל הפעלה ומתריע עם נורה בצבע ירוק בגוף המכשיר שהלחיצה בוצעה בהצלחה
	כניסה אוניברסלית – מקבל את רוב השפתיים שנמצאות בשוק עם שפתיים בצורתC 
	אפשרות לחיצה עד 400 MM2
	הכלי שומר בזכרון כל לחיצה וניתן לקבל פירוט מלא באפליקציית ה ONE-KEY
	מערכת PRE CRIMP    אשר מזהה אם ניתן להשלים לחיצה מלאה בעזרת הסוללה אם לא המכשיר לא יאפשר לכם ללחוץ בכדי שהפעולה לא תעצר באמצע
	תקשורת מלאה בין הסוללה למכשיר – המכשיר לא יתחיל תהליך של הידוק במידה והסוללה לא תחזיק את מלוא ההידוק.
	REDLINK PLUS - האלקטרוניקה הדיגיטלית המתקדמת מסוגה המבטיחה תקשורת מלאה בין הסוללה לכלי ומהווה הגנה נוספת מפני עומס יתר ושיפור התפקוד תחת עומסים קשים
	RED LITHIOM ION- עד פי 2 יותר זמן עבודה, 20% יותר כוח ועד פי 2 אורך חיים ומחזורי טעינה

 					","
                       
	מתח עבודה – 18v 
	עוצמת לחיצה – 109 ניוטון
	טווח לחיצה – 16-400  MM2
	פתיחת שפתיים לצינורות – עד 42 מ""מ
	משקל כולל סוללה 5.6 ק""ג

					",
https://www.delco.co.il:443/p/8216-%D7%90%D7%A7%D7%93%D7%97-%D7%97%D7%95%D7%9D-%D7%A0%D7%98%D7%A2%D7%9F-18v,אקדח חום נטען 18V,,,"https://www.delco.co.il/media/Objects/Products/0816CDA47A30449098C8540ACB7D4BF7.jpg
https://www.delco.co.il/media/Objects/Products/A42C866E59FE4731B0107156CCE58A22.jpg","
						
	אקדח החום הנטען הראשון מסוגו בעולם, עוצמתי במיוחד – עד 470 מעלות !
	מתאים במיוחד לחשמלאים לכיווץ שרוולי כבל בשטח
	מגיע לטמפרטורת המקסימום תוך 6 שניות בלבד! מאפשר למשתמש לסיים את העבודה במהירות וביעילות מרבית
	וו תליה מיוחד לתליה על סולמות לניצול נכון של חלל העבודה ולבטיחות המשתמש
	מפסק הגנה בטיחותי
	ניתן להניחו עומד על הסוללה בצורה בטוחה כאשר אינו עובד
	נורת LED עוצמתית בגוף האקדח
	REDLINK PLUS- האלקטרוניקה הדיגיטלית המתקדמת מסוגה המבטיחה תקשורת מלאה בין הסוללה לאקדח, ומהווה הגנה נוספת מפני עומס ייתר ושיפור התפקוד תחת עומסים קשים
	בקרת תאים אינדיווידואלית בכל סוללה מבטיחה זמן עבודה וחיי סוללה ארוכים.

 					","
                       
	מתח עבודה – 18V
	טווח טמפרטורה – 470 מעלות צלזיוס
	כמות אוויר יוצא בליטרים – 170 לדקה
	משקל כולל סוללה – 1.7 ק""ג

					",
https://www.delco.co.il:443/p/7199-%D7%A4%D7%A0%D7%A1-led-%D7%A7%D7%95%D7%9E%D7%A4%D7%A7%D7%98%D7%99-%D7%9C%D7%AA%D7%90%D7%95%D7%A8%D7%94-%D7%94%D7%99%D7%A7%D7%A4%D7%99%D7%AA-18v,פנס LED קומפקטי לתאורה היקפית 18V,,,"https://www.delco.co.il/media/Objects/Products/9D12CFABF13A44D8B4C0979456E7D699.jpg
https://www.delco.co.il/media/Objects/Products/EC544B3E19F147B28C5EA60AD424874E.jpg","
						
	פנס קומפקטי לתאורה היקפית עם טכנולוגיית ה  -TRUEVIEW™ טכנולוגיית ה LED מתקדמת מסוגה בלעדית במילווקי עם עוצמת תאורה של 1500 לומיניס ועד 20 שעות עבודה רצוף!! שווה ערך למנורת הלוגן 500W



	פנס ורסטילי לעבודות מגוונות עם ראש מתכוונן לתאורה מושלמת בכל זווית
	בסיס מגנטי להצמדה למשטחי ברזל וגם צבתות ברזל לתפיסה על חומרים שונים
	הפנס עשוי מפוליקרבונט קשיח במיוחד היכול לספוג פגיעות ונפילות מ2.7 מטר ללא שום נזק
	הפנס הכי קומפקטי מסדרת הM18  אשר יוצר במיוחד לצרכים מזדמנים ועבודות שוטפות
	IP54  - מוגן מפני אבק והשפרצות מים
	וו תליה מובנה
	מד סוללה עם הבהוב אזהרה מתי שהסוללה הולכת להיגמר

 					","
                       
	מתח עבודה   18V
	סוג נורה- LED
	3 דרגות עוצמת הארה – 1,500/600/300 לומינס
	זמן עבודה עם סוללת 5 אמפר – 4.5/10/20 שעות
	משקל כולל סוללה - 2.1 ק""ג

					",
https://www.delco.co.il:443/p/7198-%D7%A2%D7%9E%D7%95%D7%93-%D7%AA%D7%90%D7%95%D7%A8%D7%94-%D7%9E%D7%AA%D7%A7%D7%A4%D7%9C-18v-one-key,עמוד תאורה מתקפל 18V ONE-KEY,,,"https://www.delco.co.il/media/Objects/Products/787C1C0F62974449926425DBEFE70636.jpg
https://www.delco.co.il/media/Objects/Products/561CD53068E4460AB19A131BB2AB7D66.jpg
https://www.delco.co.il/media/Objects/Products/2FC391D3BF594E508A1BD82519D56ED1.jpg","
						
	סטנד תאורה מתקפל עוצמתי וקומפקטי במיוחד עם עוצמת תאורה של עד 5400 לומיניס
	ONE-KEY™ - הטכנולוגיה הבלעדית למילווקי שבעזרתה תוכלו לשלוט בפנס בעזרת הסמארטפון עם בלוטות' עד מרחק של 30 מטר. או בהפעלה פשוטה במכשיר עצמו
	IP67 -   פנס ממוגן בפני מים ואבק עם תא יעודי לסוללות, ניתן להשתמש בפנס בכל תנאי מזג האוויר הקשים ביותר בחוץ (גשם כבד ,שלג,אובך)
	סטנד מחוזק עם 3 מצבי עבודה שונים המאפשרים בחירה בין זמן עבודה ארוך במיוחד לעוצמת הארה ללא פשרות
	פנס מחוזק עשוי פוליקרבונט ועמיד כנגד פגיעות ומכות, מרכב אלומיניום איכותי מגן על הפנס מפני התנאים הקשים של אתר העבודה
	עיצוב של 3 רגליים מאפשר התאמה מרבית לכל משטח עבודה
	-TRUEVIEW™ טכנולוגיית ה LED מתקדמת מסוגה בלעדית במילווקי
	תא מיוחד לאחסון 2 סוללות – ניתן להפעיל בעזרת 2 סוללות או סוללה אחת בלבד
	נפתח מגובה 0.5 עד 1.65 מטר – מתקפל ל55 ס""מ בלבד לאחסון ונשיאה נוחים

 					","
                       
	מתח עבודה   18V
	סוג נורה- LED
	3 מצבי עוצמת הארה  – 1,550/3,000/5,400 לומיניס
	זמן עבודה עם סוללת 9 אמפר בודדת – 26/12.5/7 שעות
	זמן עבודה עם סוללת 5 אמפר בודדת – 13/6/3.5 שעות
	משקל כולל סוללה - 9.1 ק""ג

					",
https://www.delco.co.il:443/p/7197-%D7%A4%D7%A0%D7%A1-radius-%D7%97%D7%A9%D7%9E%D7%9C%D7%99,פנס RADIUS חשמלי,"מק""ט: 4933464126","מק""ט: 4933464126","https://www.delco.co.il/media/Objects/Products/7CAA378DF4B6482F801BE8AA5A9D2597.jpg
https://www.delco.co.il/media/Objects/Products/6740033BB39742618AADB0253C22B00B.jpg
https://www.delco.co.il/media/Objects/Products/B45F7AA4A39C41588E9CE5F6DD4DF35E.jpg","
						
	-TRUEVIEW™ טכנולוגיית ה LED מתקדמת מסוגה
	פנס עוצמתי במיוחד עם 7700 לומיניס !
	ניתן להפעלה מחשמל זמני באתרי עבודה V90-V277 עם חיבור חוטים נוח בחלקו העליון של הפנס
	ניתן לחבר מספר פנסים במקביל בעזרת גישת חיווט נוחה בגוף הפנס
	עדשת  הפנס השקופה עשויה מפוליקרבונט קשיח במיוחד היכול לספוג פגיעות ונפילות עד 2.7 מטר ללא שום נזק
	חוט קשירה מתכתי באורך 1.2 מטר להתאמה של גובה הפנס
	כבל חשמל 4 מטר
	עיצוב קוני יחודי מאפשר אחסון נוח ובטוח של עד 3 יחידות

 					","
                       
	מתח עבודה – 90-270 W
	סוג נורה LED
	משקל 3.7 ק""ג

					",
https://www.delco.co.il:443/p/7143-%D7%A4%D7%A0%D7%A1-%D7%9C%D7%A2%D7%91%D7%95%D7%93%D7%95%D7%AA-%D7%A1%D7%9C-%D7%9E%D7%A0%D7%95%D7%A3-%D7%91%D7%92%D7%95%D7%91%D7%94,פנס לעבודות סל מנוף בגובה,,,"https://www.delco.co.il/media/Objects/Products/9B7FDE040C0F419DAE95B5123612FAB1.jpg
https://www.delco.co.il/media/Objects/Products/EF999DDA8ABF439D9EBE6F0463953F52.jpg
https://www.delco.co.il/media/Objects/Products/2B71A4316DE7438BB611CBED66CA46CB.jpg","
						
	פנס ייעודי לעבודות סל מנוף ובעיקר לחברות חשמל ותקשורת בהם יש צורך להאיר במדוייק על שני עמודים במקביל תוך כדי כוונון מדוייק
	2 פנסים הניתנים לכוונון בנפרד אחד מהשני ב180 מעלות למעלה ולצדדים
	3 מצבי תאורה:  תאורה נקודתית, רחבה, נקודתית/רחבה בעוצמה של עד 2500 לומיניס!!
	הלומת אור הפנס מגיעה עד 457 מטר!
	פטנט ייחודי לחיבור הפנס לסל מנוף
	 IP54מוגן מפני אבק והשפרצות מים
	נורת התרעה המתריעה שהסוללה חלשה

 					","
                       
	סוללה במתח 18V
	סוג נורה – LED
	מקסימום עוצמה במצבים נקודתי-רחב/רחב/נקודתי 2200/2500/800
	זמן עבודה בשעות במצבים עם סוללת 9 אמפר 4/4/6
	מרחק קרן אור מקסימלי – 457 מטר
	משקל עם סוללה 9 אמפר – 4.7 ק""ג

					",
https://www.delco.co.il:443/p/13469-%D7%9E%D7%A2%D7%A8%D7%9B%D7%AA-%D7%A9%D7%9E%D7%A2-packout,מערכת שמע PACKOUT,,,"https://www.delco.co.il/media/Objects/Products/37CF5726BB3E4DC799058CC89035D4D8.jpg
https://www.delco.co.il/media/Objects/Products/C3F2BD8B99184552AE6D5AFF5EE8403E.jpg","
						
	מערכת שמע נטענת 18V מסדרת PACKOUT™ של מילווקי, הינה מערכת הסאונד האולטימטיבית לאתרי העבודה, התואמת לחלוטין לכל פתרונות מערכת האחסון של PACKOUT™ (ראה עמ' 276-280)
	.במערכת עשרה רמקולים המספקים הגברה ב360 מעלות
	המערכת מתחברת לבלוטות' 4.2 בטווח המלא, כניסת עזר ורדיו .FM/AM
	רמקול בלוטות'.
	המערכת כוללת מטען מובנה .M18
	המערכת כוללת כניסת USB 1.2Ah לשמירת סוללות M18 והמכשירים הניידים שלך טעונים כל היום.

 					","
                       
	מתח סוללה - 18V
	פיזור סאונד - 360 מעלות
	שימוש כמטען USB - כלול
	מימדים - 559X170X410 מ""מ
	משקל כולל סוללה - 10.4 ק""ג

					",
https://www.delco.co.il:443/p/5034-%D7%A8%D7%9E%D7%A7%D7%95%D7%9C-12-18v-bluetooth,רמקול 12-18V BLUETOOTH,,,"https://www.delco.co.il/media/Objects/Products/1EE3AD925FE9426088DAD72D24758CA8.jpg
https://www.delco.co.il/media/Objects/Products/76398121C5444E4297F0067F175D378C.jpg
https://www.delco.co.il/media/Objects/Products/7F63DA732A974054951D7222A3AFBBEF.jpg","
						
	רמקול עם טכנלוגיית בלוטות' מתקדמת שעובד בטווח של עד 30 מטר!
	עובד גם על סוללות מסדרת ה M12 וגם על סוללות מסדרת ה M18
	IP54 מוגן מפני אבק והשפרצות מים
	סאונד עוצמתי המגיע מרמקול 40W וצלול בכל דרגות הווליום
	בס עוצמתי ונקי
	עם חיבור USB של 2.1 אמפר להטענה של המכשיר סלולרי

 					","
                       
	פועל על סוללות במתח 18V ו- 12V
	מתח עבודה 220-240V
	עוצמת רמקול 40W
	שימוש כמטען USB כלול
	משקל כולל סוללה 2.3 ק""ג
	מימדים 360x165x165

					",
https://www.delco.co.il:443/p/5033-%D7%A2%D7%9E%D7%95%D7%93-%D7%AA%D7%90%D7%95%D7%A8%D7%94-%D7%9E%D7%98%D7%A2%D7%9F-rocket-18v,עמוד תאורה + מטען ROCKET 18V,,,"https://www.delco.co.il/media/Objects/Products/98042FA1355847AE9681BC18BE8A2178.jpg
https://www.delco.co.il/media/Objects/Products/1C248FE7C70E4D65925033B6C4C7BFA1.jpg
https://www.delco.co.il/media/Objects/Products/CF4968CBF59B491A90B2F4AA39FB27B3.jpg","
						
	פתיחה מהירה תוך 5 שניות , נפתח לגובה של עד 2 מטר
	מנורות בעוצמה של 3,000 לומיניס! אור רב כיווני
	מרכב חזק במיוחד – עם רגליים יציבות
	מטען M18 מובנה
	אפשרות לחיבור ישיר לחשמל
	3 פנסים – עצמאיים וניתנים לשליטה כל אחד לחוד
	מגן חזק במיוחד אשר שומר על ראש הפנס ועל העדשה בזמן הנשיאה והאחסון
	קל לקיפול – ומתקפל לגודל קומפקטי עם משקל מאוזן
	מנגנון התראה מפני סוללה נמוכה – האור יהבהב במידה ויש להטעין את הסוללה

 					","
                       
	מתח עבודה 18V
	זמן עבודה:
	3,000 לומינוס - לשעתיים עבודה
	900 לומינוס -  8 שעות עבודה
	משקל כולל סוללה - 8.5 ק""ג

					",
https://www.delco.co.il:443/p/4820-%D7%A4%D7%A0%D7%A1-%D7%97%D7%99%D7%A4%D7%95%D7%A9-%D7%A0%D7%98%D7%A2%D7%9F-18v-led,פנס חיפוש נטען 18V LED,,,"https://www.delco.co.il/media/Objects/Products/5F5D1C4227B147169837F04902A6CC94.jpg
https://www.delco.co.il/media/Objects/Products/6AFE461B56F342BE8CC337477BA8E2B8.jpg
https://www.delco.co.il/media/Objects/Products/E8E4747122A9415EB52EBB827E7D0103.jpg","
						
	TRUEVIEW - טכנולוגיית ה- LED המתקדמת מסוגה. בלעדי במילווקי!
	ראש מתכוונן מספק עוצמה הארה של 1250 לומיניס!! עם קרן אור שמגיעה עד 650 מטר
	4 מצבי תאורה: נקודתית, רחבה, נקודתית/רחבה ועמעום. לעבודה בכל מרחבי העבודה
	מצב תאורה נקודתית לזיהוי עצמים מרחוק כמו: עמודי חשמל, כבלים של מתח גבוה,
	תאורה בתעלות ארוכות, צינורות מתכת/נחושת, עבודות מתחת לאדמה ועבודות גשרים
	מצב תאורה רחבה לתאורה של מקומות קרובים
	IP54 מוגן מפני אבק והשפרצות מים
	ידית אחיזה ארגונומית עם ציפוי גומי מיוחד לעבודה ממושכת ונוחה

 					","
                       
	סוללה במתח 18V
	סוג נורה – LED
	מקסימום עוצמה במצבים נקודתי-רחב/רחב/נקודתי/עמעום 1200/600/1200/1250
	זמן עבודה בשעות במצבים עם סוללת 5 אמפר 4/4/7/5
	מרחק קרן אור מקסימלי – 650 מטר
	משקל עם סוללה 1.4

					",
