category_url,category_name,category_url2,category_name2,category_url3,category_name3,product_url,product_name,product_SKU,product_price,materials,delivery_cost,Assembly_cost,delivery_and_assembly,colors,Assembly_instructions,product_img,product_img_names,description,descriptionHTML,related_skus
https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/,ארונות,https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%a0%d7%a2%d7%9c%d7%99%d7%99%d7%9d/,ארונות נעליים,,,https://yiron.co.il/product/%d7%90%d7%a8%d7%95%d7%9f-%d7%a0%d7%a2%d7%9c%d7%99%d7%99%d7%9d-3-%d7%aa%d7%90%d7%99%d7%9d-125/,ארון נעליים – רפי,125,439.00,סיבית מצופה מלמין,130₪,₪150.00,,שיטה,https://yiron.co.il/wp-content/uploads/2018/02/125_Yiron.pdf,"https://yiron.co.il/wp-content/uploads/2017/12/125_Shita-01_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2017/12/125_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2017/12/125_Shita-01_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2017/12/125_Shita-02_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2017/12/125_Shita-03_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2017/12/125_Shita-04_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2017/12/125-SIDE-close.jpg
https://yiron.co.il/wp-content/uploads/2017/12/125-SIDE-.jpg
https://yiron.co.il/wp-content/uploads/2017/12/125W.jpg","125_Shita-01_1081x800_G.jpg
125_1081x800_G.jpg
125_Shita-01_1081x800_G.jpg
125_Shita-02_1081x800_G.jpg
125_Shita-03_1081x800_G.jpg
125_Shita-04_1081x800_G.jpg
125-SIDE-close.jpg
125-SIDE-.jpg
125W.jpg","
ארון נעלים סטנדרטי שלושה תאי אחסון,
מאחסן כ-18 זוגות נעליים,
קל להרכבה.
מידות:
ג: 117.5 ס”מ
ע: 24 ס”מ
ר: 63.5 ס”מ

מידות הארון הן חיצוניות בלבד
","<div><div>
<p><span>ארון נעלים סטנדרטי שלושה תאי אחסון,</span><br>
<span>מאחסן כ-18 זוגות נעליים,</span><br>
<span>קל להרכבה.</span></p>
<div><span>מידות:</span><br>
<span>ג: 117.5 ס”מ</span><br>
<span>ע: 24 ס”מ</span><br>
<span>ר: 63.5 ס”מ</span></div>
</div>
<p><strong>מידות הארון הן חיצוניות בלבד</strong></p>
</div>","700
407
702"
https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/,ארונות,https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%a0%d7%a2%d7%9c%d7%99%d7%99%d7%9d/,ארונות נעליים,,,https://yiron.co.il/product/%d7%90%d7%a8%d7%95%d7%9f-%d7%a0%d7%a2%d7%9c%d7%99%d7%99%d7%9d-4-%d7%aa%d7%90%d7%99%d7%9d-126/,ארון נעליים – רפי,126,559.00,סיבית מצופה מלמין,130₪,₪160.00,,"לבן
מייפל
שיטה",https://yiron.co.il/wp-content/uploads/2018/02/126_Yiron.pdf,"https://yiron.co.il/wp-content/uploads/2017/12/126_Shita-02_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2017/12/126_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2017/12/126_Maple-01_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2017/12/126_Maple-02_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2017/12/126_Maple-03_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2017/12/126_Maple-04_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2017/12/126_Shita-01_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2017/12/126_Shita-02_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2017/12/126_Shita-03_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2017/12/126_Shita-04_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2017/12/126-SIDE-.jpg
https://yiron.co.il/wp-content/uploads/2017/12/126-SIDE-CLOSE-.jpg
https://yiron.co.il/wp-content/uploads/2017/12/126W.jpg","126_Shita-02_1081x800_G.jpg
126_1081x800_G.jpg
126_Maple-01_1081x800_G.jpg
126_Maple-02_1081x800_G.jpg
126_Maple-03_1081x800_G.jpg
126_Maple-04_1081x800_G.jpg
126_Shita-01_1081x800_G.jpg
126_Shita-02_1081x800_G.jpg
126_Shita-03_1081x800_G.jpg
126_Shita-04_1081x800_G.jpg
126-SIDE-.jpg
126-SIDE-CLOSE-.jpg
126W.jpg","
ארון נעלים גדול לאחסון מירבי כ- 20 זוגות,
הרכבה קלה ופשוטה מגיע בשלושה גוונים : שיטה מייפל מולבן לבן
מידות:
ג: 154 ס”מ
ע: 24 ס”מ
ר: 63.5 ס”מ

מידות הארון הן חיצוניות בלבד
","<div><div>
<p><span>ארון נעלים גדול לאחסון מירבי כ- 20 זוגות,</span><br>
<span>הרכבה קלה ופשוטה מגיע בשלושה גוונים : שיטה מייפל מולבן לבן</span></p>
<div><span>מידות:</span><br>
<span>ג: 154 ס”מ</span><br>
<span>ע: 24 ס”מ</span><br>
<span>ר: 63.5 ס”מ</span></div>
</div>
<p><strong>מידות הארון הן חיצוניות בלבד</strong></p>
</div>","701
709M
508a"
https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/,ארונות,https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%91%d7%92%d7%93%d7%99%d7%9d/,ארונות בגדים,,,https://yiron.co.il/product/%d7%9e%d7%93%d7%a3-%d7%a7%d7%98%d7%9f-%d7%9c%d7%90%d7%a8%d7%95%d7%9f-702m/,מדף קטן לארון 607M+702M,702M,30.00,סיבית מצופה מלמין,,,,"לבן
שיטה",,https://yiron.co.il/wp-content/uploads/2017/12/702M-White-Yiron.jpg,702M-White-Yiron.jpg,"תנאי הובלה
• הובלה ו/או הרכבה ישולמו ישירות למוביל / מרכיב במזומן במעמד האספקה על-ידי הלקוח
• מחיר ההובלה המצוין בעסקה מתייחס להובלה ממטולה שבצפון ועד ירוחם שבדרום (הובלות לאזור כביש 90 מבית שאן ודרומה – תוספת 500 ₪)
• ההובלה ו/או ההרכבה יתבצעו עד 14 ימי עסקים מהזמנת הלקוח באזורים חדרה-גדרה, מעבר לאזורים אלו יתכן עיכוב של עד 10 ימי עסקים נוספים
• הנחת מוצר שני ואילך לאותה כתובת – באזורים לא מוחרגים, תתקבל 50 ₪ הנחה על מחיר ההובלה של המוצר השני ואילך לאותה הכתובת
• בתים ללא מעלית – סבלות עד קומה 2 ללא תוספת מחיר, מעל קומה 2 (ללא מעלית) תוספת 50 ₪ עבור כל דגם וכל קומה (או חלק ממנה), ישולם ישירות לסבל
• הובלה למושבים הנמצאים מעבר לקו הירוק, מזרחה לכביש 90 (רמת הגולן), עוטף עזה (דרומה מכביש 25), מעבר לבאר שבע (ערד, דימונה, ירוחם) – תוספת של 50 ₪ עבור כל מוצר, ישולם במזומן ישירות למוביל
• הובלות דרומה מירוחם ועד אילת – מחיר ההובלה * 2
","<div><p><span><strong>תנאי הובלה</strong></span><br>
<span>• הובלה ו/או הרכבה ישולמו ישירות למוביל / מרכיב במזומן במעמד האספקה על-ידי הלקוח</span><br>
<span>• מחיר ההובלה המצוין בעסקה מתייחס להובלה ממטולה שבצפון ועד ירוחם שבדרום (הובלות לאזור כביש 90 מבית שאן ודרומה – תוספת 500 ₪)</span><br>
<span>• ההובלה ו/או ההרכבה יתבצעו עד 14 ימי עסקים מהזמנת הלקוח באזורים חדרה-גדרה, מעבר לאזורים אלו יתכן עיכוב של עד 10 ימי עסקים נוספים</span><br>
<span>• הנחת מוצר שני ואילך לאותה כתובת – באזורים לא מוחרגים, תתקבל 50 ₪ הנחה על מחיר ההובלה של המוצר השני ואילך לאותה הכתובת</span><br>
<span>• בתים ללא מעלית – סבלות עד קומה 2 ללא תוספת מחיר, מעל קומה 2 (ללא מעלית) תוספת 50 ₪ עבור כל דגם וכל קומה (או חלק ממנה), ישולם ישירות לסבל</span><br>
<span>• הובלה למושבים הנמצאים מעבר לקו הירוק, מזרחה לכביש 90 (רמת הגולן), עוטף עזה (דרומה מכביש 25), מעבר לבאר שבע (ערד, דימונה, ירוחם) – תוספת של 50 ₪ עבור כל מוצר, ישולם במזומן ישירות למוביל</span></p>
<p><span>• הובלות דרומה מירוחם ועד אילת – מחיר ההובלה * 2</span></p>
</div>","702E
702
606"
https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/,ארונות,https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/%d7%90%d7%a8%d7%95%d7%a0%d7%99%d7%aa-%d7%9e%d7%99%d7%a7%d7%a8%d7%95%d7%92%d7%9c/,ארונית למיקרוגל,,,https://yiron.co.il/product/%d7%93%d7%92%d7%9d-%d7%99%d7%94%d7%9c-%d7%9e%d7%a7%d7%98-410/,ארון בילט אין – יהל,410,799.00,סיבית מצופה מלמין,160₪,₪160.00,,לבן,https://yiron.co.il/wp-content/uploads/2021/06/הוראות-הרכבה-410.pdf,"https://yiron.co.il/wp-content/uploads/2021/06/410W_SIDE_TM_-scaled.jpg
https://yiron.co.il/wp-content/uploads/2021/06/410W_FRONT_TM_-scaled.jpg
https://yiron.co.il/wp-content/uploads/2021/06/410W_SIDE_1-2-1-scaled.jpg
https://yiron.co.il/wp-content/uploads/2021/06/410W_SIDE_open-scaled.jpg
https://yiron.co.il/wp-content/uploads/2021/06/410W_SIDE_TM_-scaled.jpg
https://yiron.co.il/wp-content/uploads/2021/06/410W_SIDE_1-2-scaled.jpg
https://yiron.co.il/wp-content/uploads/2021/06/410_1081x800.jpg","410W_SIDE_TM_-scaled.jpg
410W_FRONT_TM_-scaled.jpg
410W_SIDE_1-2-1-scaled.jpg
410W_SIDE_open-scaled.jpg
410W_SIDE_TM_-scaled.jpg
410W_SIDE_1-2-scaled.jpg
410_1081x800.jpg","ארון בילט-אין לתנור ומיקרוגל בעיצוב חדשני ומהודר עם מקום רב לאחסון הכולל 2 דלתות ומגירה נשלפת.
השידה משתלבת בכל סביבת מטבח תודות לצבע נטרלי המתמזג בכל אווירה וסביבה
השידה מציעה פתרון פשוט למטבחים בעלי אבזור מינימלי ומספקת מקום לכל דבר אשר חפץ ליבכם.
לארון במה מוגבהת מרגליות אלומיניום איכותיות ועמידות, כל החומרים בארון נוצרו על מנת לשרת אתכם לאורך זמן רב. 

מידות
ג: 189.5 ס”מ
ע: 59.5 ס”מ
ר: 60.5 ס”מ
מידות פתח התנור:
ג: 59 ס”מ
ר: 56.5 ס”מ
מידות פתח המיקרוגל:
ג: 41.5 ס”מ
ר: 56.5 ס”מ

","<div><p><span>ארון בילט-אין לתנור ומיקרוגל בעיצוב חדשני ומהודר עם מקום רב לאחסון הכולל 2 דלתות ומגירה נשלפת.</span></p>
<p><span>השידה משתלבת בכל סביבת מטבח תודות לצבע נטרלי המתמזג בכל אווירה וסביבה</span></p>
<p><span>השידה מציעה פתרון פשוט למטבחים בעלי אבזור מינימלי ומספקת מקום לכל דבר אשר חפץ ליבכם.</span></p>
<div><span>לארון במה מוגבהת מרגליות אלומיניום איכותיות ועמידות, כל החומרים בארון נוצרו על מנת לשרת אתכם לאורך זמן רב. </span></div>
<div></div>
<div><strong><span>מידות</span></strong><br>
<span>ג: 189.5 ס”מ</span><br>
<span>ע: 59.5 ס”מ</span><br>
<span>ר: 60.5 ס”מ</span></div>
<div><strong>מידות פתח התנור:</strong></div>
<div>ג: 59 ס”מ</div>
<div>ר: 56.5 ס”מ</div>
<div><strong>מידות פתח המיקרוגל:</strong></div>
<div>ג: 41.5 ס”מ</div>
<div>ר: 56.5 ס”מ</div>
<div></div>
</div>","124
404
701"
https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/,ארונות,https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/%d7%90%d7%a8%d7%95%d7%a0%d7%99%d7%aa-%d7%9e%d7%99%d7%a7%d7%a8%d7%95%d7%92%d7%9c/,ארונית למיקרוגל,,,https://yiron.co.il/product/%d7%93%d7%92%d7%9d-%d7%9b%d7%9c%d7%99%d7%9c-%d7%9e%d7%a7%d7%98-409/,ארון מיקרוגל – כליל,409,739.00,סיבית מצופה מלמין,160₪,₪190.00,,,https://yiron.co.il/wp-content/uploads/2021/06/הוראות-הרכבה-407-409.pdf,"https://yiron.co.il/wp-content/uploads/2021/06/409W_FRONT-scaled.jpg
https://yiron.co.il/wp-content/uploads/2021/06/409W_SIDE-scaled.jpg
https://yiron.co.il/wp-content/uploads/2021/06/409W_SIDE_open-scaled.jpg
https://yiron.co.il/wp-content/uploads/2021/06/409W_FRONT_M_-scaled.jpg
https://yiron.co.il/wp-content/uploads/2021/06/409W_SIDE_M-scaled.jpg
https://yiron.co.il/wp-content/uploads/2021/06/409W_SIDE_M_-scaled.jpg
https://yiron.co.il/wp-content/uploads/2021/06/מידות-409.jpg","409W_FRONT-scaled.jpg
409W_SIDE-scaled.jpg
409W_SIDE_open-scaled.jpg
409W_FRONT_M_-scaled.jpg
409W_SIDE_M-scaled.jpg
409W_SIDE_M_-scaled.jpg
מידות-409.jpg","
ארון מיקרוגל בעיצוב חדשני ומהודר עם מקום רב לאחסון הכולל 4 דלתות ומגירה נשלפת.
ארון זה משתלב בכל סביבת מטבח ומשרד תודות לצבע נטרלי המתמזג בכל אווירה וסביבה.
הארון מציע פתרון פשוט למטבחים בעלי אבזור מינימלי ומספק מקום לכל דבר אשר חפץ ליבכם.
לארון במה מוגבהת מרגליות אלומיניום איכותיות ועמידות, כל החומרים בארון נוצרו על מנת לשרת אתכם לאורך זמן רב.
מידות:
ג: 189.5 ס”מ
ע: 40.5 ס”מ
ר: 60 ס”מ
מידות פתח המיקרוגל:
ג: 39.5 ס”מ
ר: 55.5 ס”מ

","<div><div>
<p><span>ארון מיקרוגל בעיצוב חדשני ומהודר עם מקום רב לאחסון הכולל 4 דלתות ומגירה נשלפת.<br>
ארון זה משתלב בכל סביבת מטבח ומשרד תודות לצבע נטרלי המתמזג בכל אווירה וסביבה.<br>
הארון מציע פתרון פשוט למטבחים בעלי אבזור מינימלי ומספק מקום לכל דבר אשר חפץ ליבכם.<br>
לארון במה מוגבהת מרגליות אלומיניום איכותיות ועמידות, </span><span>כל החומרים בארון נוצרו על מנת לשרת אתכם לאורך זמן רב.</span></p>
<p><span>מידות:</span><br>
<span>ג: 189.5 ס”מ</span><br>
<span>ע: 40.5 ס”מ</span><br>
<span>ר: 60 ס”מ</span></p>
<div><strong>מידות פתח המיקרוגל:</strong></div>
<div>ג: 39.5 ס”מ</div>
<div>ר: 55.5 ס”מ</div>
</div>
</div>","607E
710
707"
https://yiron.co.il/product-category/%d7%a9%d7%95%d7%9c%d7%97%d7%a0%d7%95%d7%aa-%d7%95%d7%9b%d7%99%d7%a1%d7%90%d7%95%d7%aa/,שולחנות וכסאות,https://yiron.co.il/product-category/%d7%a9%d7%95%d7%9c%d7%97%d7%a0%d7%95%d7%aa-%d7%95%d7%9b%d7%99%d7%a1%d7%90%d7%95%d7%aa/%d7%a9%d7%95%d7%9c%d7%97%d7%a0%d7%95%d7%aa-%d7%9e%d7%97%d7%a9%d7%91/,שולחנות מחשב,,,https://yiron.co.il/product/%d7%a9%d7%99%d7%93%d7%aa-%d7%9c%d7%99%d7%9c%d7%94-%d7%90%d7%9c%d7%94-%d7%9e%d7%a7%d7%98-360/,שידת לילה – אלה,360,299.00,סיבית מצופה מלמין,120₪,₪160.00,,,https://yiron.co.il/wp-content/uploads/2022/08/360-Assembly-Instructions.pdf,"https://yiron.co.il/wp-content/uploads/2022/08/360_White-01_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2022/08/360_White-01_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2022/08/360_White-02_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2022/08/360_White-03_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2022/08/360_1081x800_G.jpg","360_White-01_1081x800_G.jpg
360_White-01_1081x800_G.jpg
360_White-02_1081x800_G.jpg
360_White-03_1081x800_G.jpg
360_1081x800_G.jpg","
שידת לילה עם מגירה תחתונה וחלל נוסף לאחסון עם פתח רחב.
עיצוב נקי וצבע לבן מאפשר שילוב השידה במגוון רחב של חדרי שינה.
מידות:
ג: 47 ס”מ
ע: 36.5 ס”מ
ר: 42.5 ס”מ

","<div><div>
<p><span>שידת לילה עם מגירה תחתונה וחלל נוסף לאחסון עם פתח רחב.</span><br>
<span>עיצוב נקי וצבע לבן מאפשר שילוב השידה במגוון רחב של חדרי שינה.</span></p>
<div><span>מידות:</span><br>
<span>ג: 47 ס”מ</span><br>
<span>ע: 36.5 ס”מ</span><br>
<span>ר: 42.5 ס”מ</span></div>
</div>
</div>","225
361
375"
https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/,ארונות,https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/%d7%90%d7%a8%d7%95%d7%a0%d7%99%d7%aa-%d7%9e%d7%99%d7%a7%d7%a8%d7%95%d7%92%d7%9c/,ארונית למיקרוגל,,,https://yiron.co.il/product/%d7%a9%d7%99%d7%93%d7%aa-%d7%9e%d7%99%d7%a7%d7%a8%d7%95%d7%92%d7%9c-%d7%a7%d7%98%d7%a0%d7%94-404/,ארונית מיקרוגל – אור,404,519.00,סיבית מצופה מלמין,150₪,₪140.00,,,https://yiron.co.il/wp-content/uploads/2018/02/404_Yiron.pdf,"https://yiron.co.il/wp-content/uploads/2017/12/404_White-01_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2017/12/404_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2017/12/404_White-02_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2017/12/404_White-03_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2017/12/404_White-04_1081x800_G.jpg","404_White-01_1081x800_G.jpg
404_1081x800_G.jpg
404_White-02_1081x800_G.jpg
404_White-03_1081x800_G.jpg
404_White-04_1081x800_G.jpg","ארונית מיקרוגל קטנה עם מגירה ושתי דלתות.
נוחה לאחסון
מידות:
ג: 124 ס”מ
ע: 41.5 ס”מ
ר: 59.5 ס”מ

מידות פתח המיקרוגל
ג: 40 ס”מ
ר: 55.5 ס”מ
מידות הארונית הן חיצוניות בלבד
","<div><p><span>ארונית מיקרוגל קטנה עם מגירה ושתי דלתות.</span><br>
<span>נוחה לאחסון</span></p>
<div><span>מידות:</span><br>
<span>ג: 124 ס”מ</span><br>
<span>ע: 41.5 ס”מ</span><br>
<span>ר: 59.5 ס”מ</span></div>
<div></div>
<div><strong>מידות פתח המיקרוגל</strong></div>
<div>ג: 40 ס”מ</div>
<div>ר: 55.5 ס”מ</div>
<p><strong>מידות הארונית הן חיצוניות בלבד</strong></p>
</div>","703
405
709M"
https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/,ארונות,https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/%d7%90%d7%a8%d7%95%d7%a0%d7%99%d7%aa-%d7%9e%d7%99%d7%a7%d7%a8%d7%95%d7%92%d7%9c/,ארונית למיקרוגל,,,https://yiron.co.il/product/%d7%90%d7%a8%d7%95%d7%a0%d7%99%d7%aa-%d7%9e%d7%99%d7%a0%d7%99-%d7%9c%d7%aa%d7%a0%d7%95%d7%a8-%d7%91%d7%99%d7%9c%d7%98-%d7%90%d7%99%d7%9f/,ארונית מיני לתנור בילט אין,506a,599.00,סיבית מצופה מלמין,140₪,₪140.00,,,,"https://yiron.co.il/wp-content/uploads/2018/10/506-White_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2018/10/506-White_1081x800_G.jpg","506-White_1081x800_G.jpg
506-White_1081x800_G.jpg","ארונית לתנור בילט אין. 
שימושית לכל תנור בילט אין בעל מידות סטנדרטיות.
מידות:
עומק: 60 ס”מ 
רוחב: 60 ס”מ 
גובה: 90 ס”מ
","<div><p><span>ארונית לתנור בילט אין. </span></p>
<p><span>שימושית לכל תנור בילט אין בעל מידות סטנדרטיות.</span></p>
<p><span>מידות:</span><br>
<span>עומק: 60 ס”מ </span><br>
<span>רוחב: 60 ס”מ </span><br>
<span>גובה: 90 ס”מ</span></p>
</div>","709M
703
702"
https://yiron.co.il/product-category/%d7%a9%d7%99%d7%93%d7%95%d7%aa/,שידות,https://yiron.co.il/product-category/%d7%a9%d7%99%d7%93%d7%95%d7%aa/%d7%a9%d7%99%d7%93%d7%95%d7%aa-%d7%90%d7%97%d7%a1%d7%95%d7%9f/,שידות אחסון,,,https://yiron.co.il/product/%d7%93%d7%92%d7%9d-%d7%a9%d7%9c%d7%99%d7%95-%d7%9e%d7%a7%d7%98-382/,שידה – שליו,382,899.00,סיבית מצופה מלמין,150₪,₪170.00,,לבן,https://yiron.co.il/wp-content/uploads/2021/06/הוראות-הרכבה-1.pdf,"https://yiron.co.il/wp-content/uploads/2021/06/382_W_FRONT_-1-scaled.jpg
https://yiron.co.il/wp-content/uploads/2021/06/382_W_SIDE1_close-scaled.jpg
https://yiron.co.il/wp-content/uploads/2021/06/382_W_SIDE1_open-scaled.jpg
https://yiron.co.il/wp-content/uploads/2021/06/מידות-382.jpg","382_W_FRONT_-1-scaled.jpg
382_W_SIDE1_close-scaled.jpg
382_W_SIDE1_open-scaled.jpg
מידות-382.jpg","חומרים:
שידה 4 מגירות ודלת אחת מתאימה לסלון, לכניסת הבית ,לחדר שינה, חדר ילדים ולמשרד.מידות:
ג: 91 ס”מ
ע: 50 ס”מ
ר: 119 ס”ממידות השידה הן חיצוניות בלבד
","<div><div><span>חומרים:</span><br>
<span>שידה 4 מגירות ודלת אחת מתאימה לסלון, לכניסת הבית ,לחדר שינה, חדר ילדים ולמשרד.</span><span>מידות:</span><br>
<span>ג: 91 ס”מ</span><br>
<span>ע: 50 ס”מ</span><br>
<span>ר: 119 ס”מ</span><strong>מידות השידה הן חיצוניות בלבד</strong></div>
</div>","701
709-10
376"
https://yiron.co.il/product-category/%d7%a9%d7%99%d7%93%d7%95%d7%aa/,שידות,https://yiron.co.il/product-category/%d7%a9%d7%99%d7%93%d7%95%d7%aa/%d7%a9%d7%99%d7%93%d7%95%d7%aa-%d7%90%d7%97%d7%a1%d7%95%d7%9f/,שידות אחסון,,,https://yiron.co.il/product/%d7%93%d7%92%d7%9d-%d7%a2%d7%9c%d7%9e%d7%94-%d7%9e%d7%a7%d7%98-387/,שידה – עלמה,387,849.00,סיבית מצופה מלמין,150₪,₪170.00,,לבן,https://yiron.co.il/wp-content/uploads/2021/06/הוראות-הרכבה.pdf,"https://yiron.co.il/wp-content/uploads/2021/06/387-W-SIDE1-close-scaled.jpg
https://yiron.co.il/wp-content/uploads/2021/06/387-W-FRONT--scaled.jpg
https://yiron.co.il/wp-content/uploads/2021/06/387-W-SIDE1-open--scaled.jpg
https://yiron.co.il/wp-content/uploads/2021/06/מידות-387.jpg","387-W-SIDE1-close-scaled.jpg
387-W-FRONT--scaled.jpg
387-W-SIDE1-open--scaled.jpg
מידות-387.jpg","
שידה 3 דלתות ומגירה אחת מתאימה לסלון, לכניסת הבית ,לחדר שינה, חדר ילדים ולמשרד.
מידות:
ג: 91 ס”מ
ע: 50 ס”מ
ר: 119 ס”מ
מידות השידה הן חיצוניות בלבד.

","<div><div>
<p><span>שידה 3 דלתות ומגירה אחת מתאימה לסלון, לכניסת הבית ,לחדר שינה, חדר ילדים ולמשרד.</span></p>
<p><span>מידות:</span><br>
<span>ג: 91 ס”מ</span><br>
<span>ע: 50 ס”מ</span><br>
<span>ר: 119 ס”מ</span></p>
<p><strong>מידות השידה הן חיצוניות בלבד.</strong></p>
</div>
</div>","707-710
607-607E
382"
https://yiron.co.il/product-category/%d7%a9%d7%99%d7%93%d7%95%d7%aa/,שידות,https://yiron.co.il/product-category/%d7%a9%d7%99%d7%93%d7%95%d7%aa/%d7%a9%d7%99%d7%93%d7%95%d7%aa-%d7%90%d7%97%d7%a1%d7%95%d7%9f/,שידות אחסון,,,https://yiron.co.il/product/%d7%a9%d7%99%d7%93%d7%aa-2-%d7%93%d7%9c%d7%aa%d7%95%d7%aa-%d7%a0%d7%a2%d7%9e%d7%99/,שידה – נעמי,385,629.00,סיבית מצופה מלמין,150₪,₪160.00,,,https://yiron.co.il/wp-content/uploads/2020/06/385-Assembly-Instructions-PRINT.pdf,"https://yiron.co.il/wp-content/uploads/2020/06/385_White-01_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2020/06/385_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2020/06/385_White-02_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2020/06/385_White-03_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2020/06/385_White-04_1081x800_G.jpg","385_White-01_1081x800_G.jpg
385_1081x800_G.jpg
385_White-02_1081x800_G.jpg
385_White-03_1081x800_G.jpg
385_White-04_1081x800_G.jpg","
שידה 2 דלתות מתאימה לסלון, לכניסת הבית ,לחדר שינה, חדר ילדים ולמשרד.
מידות:
ג: 91 ס”מ
ע: 50 ס”מ
ר: 80 ס”מ

מידות השידה הן חיצוניות בלבד
","<div><div>
<p><span>שידה 2 דלתות מתאימה לסלון, לכניסת הבית ,לחדר שינה, חדר ילדים ולמשרד.</span></p>
<div><span>מידות:</span><br>
<span>ג: 91 ס”מ</span><br>
<span>ע: 50 ס”מ</span><br>
<span>ר: 80 ס”מ</span></div>
</div>
<p><strong>מידות השידה הן חיצוניות בלבד</strong></p>
</div>","602-602E
608-607E-2
607-607E"
