category_url,category_name,category_url2,category_name2,category_url3,category_name3,product_url,product_name,product_SKU,product_price,materials,delivery_cost,Assembly_cost,delivery_and_assembly,colors,Assembly_instructions,product_img,product_img_names,description,descriptionHTML,related_skus
https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/,ארונות,https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/%d7%90%d7%a8%d7%95%d7%9f-%d7%91%d7%99%d7%9c%d7%98-%d7%90%d7%99%d7%9f/,ארונית לתנור בילט אין,,,https://yiron.co.il/product/%d7%90%d7%a8%d7%95%d7%9f-%d7%9c%d7%aa%d7%a0%d7%95%d7%a8-%d7%91%d7%99%d7%9c%d7%98-%d7%90%d7%99%d7%9f-%d7%95%d7%9e%d7%99%d7%a7%d7%a8%d7%95%d7%92%d7%9c/,ארון לתנור בילט אין ומיקרוגל,521a,889.00,סיבית מצופה מלמין,140₪,₪150.00,,,,"https://yiron.co.il/wp-content/uploads/2018/11/521-White_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2018/11/521-White_1081x800_G.jpg","521-White_1081x800_G.jpg
521-White_1081x800_G.jpg","פתרון יעיל- מתאים לכל מטבח.כולל ארונית עליונה, 2 דלתות ומדף פנימי לאחסון.
מידות:
עומק: 60 ס”מ 
רוחב: 60 ס”מ 
גובה: 209 ס”מ
","<div><p><span>פתרון יעיל- מתאים לכל מטבח.</span><br><span>כולל ארונית עליונה, 2 דלתות ומדף פנימי לאחסון.</span></p>
<p><span>מידות:</span><br>
<span>עומק: 60 ס”מ </span><br>
<span>רוחב: 60 ס”מ </span><br>
<span>גובה: 209 ס”מ</span></p>
</div>","710
702E
405"
https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/,ארונות,https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%a9%d7%99%d7%a8%d7%95%d7%aa/,ארונות שירות,,,https://yiron.co.il/product/%d7%a9%d7%99%d7%93%d7%aa-%d7%9e%d7%98%d7%91%d7%97-%d7%91%d7%a1%d7%99%d7%a1%d7%99%d7%aa/,שידת מטבח בסיסית,504a,607.00,סיבית מצופה מלמין,150₪,₪140.00,,לבן,,"https://yiron.co.il/wp-content/uploads/2018/11/504-White_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2018/11/504-White_1081x800_G.jpg","504-White_1081x800_G.jpg
504-White_1081x800_G.jpg","
שידה בסיסית תחתונה, המכילה מגירה נשלפת, שתי דלתות ומדף פנימי.מורכבת על גלגלים נסתרים לשינוע וניוד, הרכבה עצמית קלה ופשוטה.
מידות:
ג: 82 ס”מ
ע: 50 ס”מ
ר: 60 ס”מ

","<div><div>
<p><span>שידה בסיסית תחתונה, המכילה מגירה נשלפת, שתי דלתות ומדף פנימי.</span><br><span>מורכבת על גלגלים נסתרים לשינוע וניוד, הרכבה עצמית קלה ופשוטה.</span></p>
<div><span>מידות:</span><br>
<span>ג: 82 ס”מ</span><br>
<span>ע: 50 ס”מ</span><br>
<span>ר: 60 ס”מ</span></div>
</div>
</div>","709
702
700"
https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/,ארונות,https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%91%d7%92%d7%93%d7%99%d7%9d/,ארונות בגדים,,,https://yiron.co.il/product/%d7%90%d7%a8%d7%95%d7%9f-%d7%94%d7%96%d7%96%d7%94-%d7%a2%d7%9d-%d7%90%d7%a8%d7%91%d7%a2-%d7%9e%d7%92%d7%99%d7%a8%d7%95%d7%aa/,ארון הזזה – קורן,713,"2,599.00",סיבית מצופה מלמין,,,460₪,,,"https://yiron.co.il/wp-content/uploads/2019/03/713_White-03_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2019/03/713_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2019/03/713_White-01_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2019/03/713_White-02_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2019/03/713_White-04_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2019/03/713_White-05_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2019/03/713_White-06_1081x800_G.jpg","713_White-03_1081x800_G.jpg
713_1081x800_G.jpg
713_White-01_1081x800_G.jpg
713_White-02_1081x800_G.jpg
713_White-04_1081x800_G.jpg
713_White-05_1081x800_G.jpg
713_White-06_1081x800_G.jpg","ארון העומד על במה מוגבהת עם 2 דלתות הזזה בעלות טריקה שקטה,
מרובה מדפים בצד אחד ושטח רב לתלייה בצידו השני.
נוסף על כך, לארון 4 מגירות כך שתוכלו לארגן ולאחסן בדרך הכי נוחה שאפשר.
מידות
גובה: 236 ס”מ
רוחב: 158.5 ס”מ
עומק: 60 ס”מ
 
*לא ניתן להרכבה עצמית, אך ורק על ידי מרכיב מקצועי.
*אספקה 14-21 ימי עסקים.
*מידות הארון הן חיצוניות בלבד
","<div><p><span>ארון העומד על במה מוגבהת עם 2 דלתות הזזה בעלות טריקה שקטה,<br>
מרובה מדפים בצד אחד ושטח רב לתלייה בצידו השני.</span><br>
<span>נוסף על כך, לארון 4 מגירות כך שתוכלו לארגן ולאחסן בדרך הכי נוחה שאפשר.</span></p>
<p><span><strong>מידות</strong></span><br>
<span>גובה: 236 ס”מ</span><br>
<span>רוחב: 158.5 ס”מ</span><br>
<span>עומק: 60 ס”מ</span></p>
<p> </p>
<p><span><strong>*לא ניתן להרכבה עצמית, אך ורק על ידי מרכיב מקצועי.</strong></span></p>
<p><strong>*אספקה 14-21 ימי עסקים.</strong></p>
<p><strong>*מידות הארון הן חיצוניות בלבד</strong></p>
</div>","404
702
710"
https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/,ארונות,https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%91%d7%92%d7%93%d7%99%d7%9d/,ארונות בגדים,,,https://yiron.co.il/product/%d7%90%d7%a8%d7%95%d7%9f-2-%d7%93%d7%9c%d7%aa%d7%95%d7%aa-%d7%9e%d7%a9%d7%95%d7%9c%d7%91-%d7%aa%d7%9c%d7%99%d7%94/,ארון – יהב,602,699.00,סיבית מצופה מלמין,160₪,₪140.00,,,https://yiron.co.il/wp-content/uploads/2020/08/602-AI-Print.pdf,"https://yiron.co.il/wp-content/uploads/2020/08/602_White-02_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2020/08/602_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2020/08/602_White-04_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2020/08/602_White-05_1081x800_G.jpg","602_White-02_1081x800_G.jpg
602_1081x800_G.jpg
602_White-04_1081x800_G.jpg
602_White-05_1081x800_G.jpg","הארון המושלם לניצול חללים קטנים וצרים.
ארון זה משולב תלייה + 2 מדפים (מחולק חצי לתלייה וחצי לאחסון על מדפים).
ניתן להוסיף מדף
מידות (ארון תחתון):
ג: 184 ס”מ
ע: 52 ס”מ
ר: 60 ס”מ
מידות הארון הן חיצוניות בלבד
עומק המדפים 39 ס”מ.
","<div><p><span>הארון המושלם לניצול חללים קטנים וצרים.</span></p>
<p><span>ארון זה משולב תלייה + 2 מדפים (מחולק חצי לתלייה וחצי לאחסון על מדפים).</span></p>
<p><strong>ניתן להוסיף מדף</strong></p>
<div><span>מידות (ארון תחתון):</span><br>
<span>ג: 184 ס”מ</span><br>
<span>ע: 52 ס”מ</span><br>
<span>ר: 60 ס”מ</span></div>
<p><strong>מידות הארון הן חיצוניות בלבד</strong></p>
<p><strong>עומק המדפים 39 ס”מ.</strong></p>
</div>","124
407
405"
https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/,ארונות,https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%91%d7%92%d7%93%d7%99%d7%9d/,ארונות בגדים,,,https://yiron.co.il/product/%d7%90%d7%a8%d7%95%d7%9f-2-%d7%93%d7%9c%d7%aa%d7%95%d7%aa-%d7%9e%d7%a9%d7%95%d7%9c%d7%91-%d7%aa%d7%9c%d7%99%d7%94-%d7%90%d7%a8%d7%95%d7%9f-%d7%a2%d7%9c%d7%99%d7%95%d7%9f/,ארון – יהב,602-602E,989.00,סיבית מצופה מלמין,210₪,₪190.00,,,https://yiron.co.il/wp-content/uploads/2020/08/602-AI-Print.pdf,"https://yiron.co.il/wp-content/uploads/2020/08/602-602E_White-01_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2020/08/602-602E_White-02_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2020/08/602-602E_White-04_1081x800_G.jpg","602-602E_White-01_1081x800_G.jpg
602-602E_White-02_1081x800_G.jpg
602-602E_White-04_1081x800_G.jpg","השילוב המושלם לניצול חללים קטנים וצרים.
ארון תחתון 2 דלתות משולב מדפים ותליה יחד עם ארון עליון לתוספת אחסון בגובה.
ניתן להוסיף מדף
מידות (ארון תחתון):
ג: 184 ס”מ
ע: 52 ס”מ
ר: 60 ס”מ

מידות (ארון עליון):
ג: 56.5 ס”מ
ע: 52 ס”מ
ר: 60 ס”מ
עומק המדפים 40 ס”מ
מידות הארון הן חיצוניות בלבד
**הוראות הרכבה נוספות להורדה כאן
","<div><p><span>השילוב המושלם לניצול חללים קטנים וצרים.</span></p>
<p><span>ארון תחתון 2 דלתות משולב מדפים ותליה יחד עם ארון עליון לתוספת אחסון בגובה.</span></p>
<p><strong>ניתן להוסיף מדף</strong></p>
<div><span>מידות (ארון תחתון):</span><br>
<span>ג: 184 ס”מ</span><br>
<span>ע: 52 ס”מ</span><br>
<span>ר: 60 ס”מ</span></div>
<div></div>
<div><span>מידות (ארון עליון):</span><br>
<span>ג: 56.5 ס”מ</span><br>
<span>ע: 52 ס”מ</span><br>
<span>ר: 60 ס”מ</span></div>
<p><strong>עומק המדפים 40 ס”מ</strong></p>
<p><strong>מידות הארון הן חיצוניות בלבד</strong></p>
<p>**<a href=""https://yiron.co.il/wp-content/uploads/2020/08/602-AI-Print.pdf"" target=""_blank"" rel=""noopener"">הוראות הרכבה נוספות להורדה כאן</a></p>
</div>","700
404
127"
https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/,ארונות,https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%91%d7%92%d7%93%d7%99%d7%9d/,ארונות בגדים,,,https://yiron.co.il/product/%d7%93%d7%92%d7%9d-%d7%93%d7%95%d7%a8-%d7%9e%d7%a7%d7%98-712/,ארון הזזה – דור,712,"1,399.00",סיבית מצופה מלמין,,₪100.00,400₪,לבן,,"https://yiron.co.il/wp-content/uploads/2021/11/712_White-02_1081x800a.jpg
https://yiron.co.il/wp-content/uploads/2021/11/712_1081x800a-1.jpg
https://yiron.co.il/wp-content/uploads/2021/11/712_White-01_1081x800a.jpg
https://yiron.co.il/wp-content/uploads/2021/11/712_White-02_1081x800a.jpg
https://yiron.co.il/wp-content/uploads/2021/11/712_White-03_1081x800a.jpg","712_White-02_1081x800a.jpg
712_1081x800a-1.jpg
712_White-01_1081x800a.jpg
712_White-02_1081x800a.jpg
712_White-03_1081x800a.jpg","מק”ט:712
ארון עם 2 דלתות הזזה, מרובה מדפים בצידו האחד ושטח רב לתלייה בצידו השני.
עומד על במה מוגבהת, קיים בצבע לבן בלבד.
ניתן להרכבה רק על ידי מרכיב מקצועי – לא להרכבה עצמית.
אספקה 14-21 ימי עסקים.
מידות הארון הן חיצוניות בלבד.
מידות:
ג: 184 ס”מ
ע: 51.5 ס”מ
ר: 119 ס”מ
 
","<div><p><strong>מק”ט:712</strong></p>
<p><strong>ארון עם 2 דלתות הזזה, מרובה מדפים בצידו האחד ושטח רב לתלייה בצידו השני.</strong></p>
<p><strong>עומד על במה מוגבהת, קיים בצבע לבן בלבד.</strong></p>
<p><strong>ניתן להרכבה רק על ידי מרכיב מקצועי – לא להרכבה עצמית.</strong></p>
<p><strong>אספקה 14-21 ימי עסקים.</strong></p>
<p><strong>מידות הארון הן חיצוניות בלבד.</strong></p>
<div><strong>מידות:</strong></div>
<div><strong>ג: 184 ס”מ</strong><br>
<strong>ע: 51.5 ס”מ</strong><br>
<strong>ר: 119 ס”מ</strong></div>
<p> </p>
</div>","607E
702
404"
https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/,ארונות,https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/%d7%90%d7%a8%d7%95%d7%a0%d7%99%d7%aa-%d7%9e%d7%99%d7%a7%d7%a8%d7%95%d7%92%d7%9c/,ארונית למיקרוגל,,,https://yiron.co.il/product/%d7%90%d7%a8%d7%95%d7%9f-%d7%a0%d7%99%d7%99%d7%93-%d7%92%d7%93%d7%95%d7%9c-%d7%9c%d7%9e%d7%98%d7%91%d7%97-%d7%9e%d7%a7%d7%98-4008a/,ארון נייד גדול למטבח,4008a,"1,849.00",סיבית מצופה מלמין,160₪,₪300.00,,,,"https://yiron.co.il/wp-content/uploads/2021/12/A4008.jpg
https://yiron.co.il/wp-content/uploads/2021/12/A4008.jpg","A4008.jpg
A4008.jpg","
ארון נייד למטבח, גדול משולב, לאחסון מירבי בסביבת המטבח, שילוב דלתות  ומגירות.
גומחה למיקרוגל, טוסטר, מכשיר למינון מים תמי 4.
2 מגירות שירות לאחסון סכו”ם, מגירות גדולות לאחסון סירים.
עשוי מלוחות עץ סיבית עובי 1.7 ס”מ, מצופה מלמין יצוק.
פרזול ואביזרי תפיסה איכותיים. ניתן לשלב גלגלים לשינוע וניוד.
הארון להרכבה עצמית, מלווה בשרטוטי הרכבה.
גובה  כל גומחה 39 ס”מ.
מידות:
ג: 203 ס”מ
ע: 50 ס”מ
ר: 120 ס”מ

","<div><div>
<p><strong>ארון נייד למטבח, גדול משולב, לאחסון מירבי בסביבת המטבח, שילוב דלתות  ומגירות.</strong></p>
<p><strong>גומחה למיקרוגל, טוסטר, מכשיר למינון מים תמי 4.</strong></p>
<p><strong>2 מגירות שירות לאחסון סכו”ם, מגירות גדולות לאחסון סירים.</strong></p>
<p><strong>עשוי מלוחות עץ סיבית עובי 1.7 ס”מ, מצופה מלמין יצוק.</strong></p>
<p><strong>פרזול ואביזרי תפיסה איכותיים. </strong><strong>ניתן לשלב גלגלים לשינוע וניוד.</strong></p>
<p><strong>הארון להרכבה עצמית, מלווה בשרטוטי הרכבה.</strong></p>
<p><strong>גובה  כל גומחה 39 ס”מ.</strong></p>
<div><span>מידות:</span><br>
<span>ג: 203 ס”מ</span><br>
<span>ע: 50 ס”מ</span><br>
<span>ר: 120 ס”מ</span></div>
</div>
</div>","127
709
126"
https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/,ארונות,https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/%d7%90%d7%a8%d7%95%d7%a0%d7%99%d7%aa-%d7%9e%d7%99%d7%a7%d7%a8%d7%95%d7%92%d7%9c/,ארונית למיקרוגל,,,https://yiron.co.il/product/%d7%90%d7%a8%d7%95%d7%a0%d7%99%d7%aa-%d7%9c%d7%aa%d7%a0%d7%95%d7%a8-%d7%9e%d7%95%d7%92%d7%91%d7%94-%d7%9e%d7%a9%d7%95%d7%9c%d7%91-%d7%9e%d7%99%d7%a7%d7%a8%d7%95%d7%92%d7%9c-777-2a/,ארונית לתנור מוגבה משולב מיקרוגל,777a-2,738.00,סיבית מצופה מלמין,150₪,₪140.00,,לבן,,"https://yiron.co.il/wp-content/uploads/2021/12/A777-1.jpg
https://yiron.co.il/wp-content/uploads/2021/12/A777-1.jpg","A777-1.jpg
A777-1.jpg","
ארונית דקורטיבית לתנור בילט אין מוגבה משולב תא למיקרוגל ומשטח הכנה
ארונית דקורטיבית לתנור בילט אין סטנדרטי, בגובה היד,
2 מגירות שירות לאחסון דברי מטבח,
גומחה למיקרוגל /טוסטר ומשטח הכנה בחזית המיקרוגל.
ארונית עשויה מלוחות מלמין  מצופה מלמין בעובי 17  מ”מ איכותי . 
*שקית הפרזול מכילה פרטי חיבור ותפיסה איכותיים,
*שרטוטי הרכבה מצורפים למארז.
*ניתן להזמין מרכיב מקצועי בתשלום נוסף.
מידות:
ג: 175 ס”מ
ע: 60 ס”מ
ר: 60 ס”מ

","<div><div>
<h5>ארונית דקורטיבית לתנור בילט אין מוגבה משולב תא למיקרוגל ומשטח הכנה</h5>
<p>א<strong>רונית דקורטיבית לתנור בילט אין סטנדרטי, בגובה היד,</strong></p>
<p><strong>2 מגירות שירות לאחסון דברי מטבח,</strong></p>
<p><strong>גומחה למיקרוגל /טוסטר ומשטח הכנה בחזית המיקרוגל.</strong></p>
<p><strong>ארונית עשויה מלוחות מלמין  מצופה מלמין בעובי 17  מ”מ איכותי . </strong></p>
<p><strong>*שקית הפרזול מכילה פרטי חיבור ותפיסה איכותיים,</strong></p>
<p><strong>*שרטוטי הרכבה מצורפים למארז.</strong></p>
<p><strong>*ניתן להזמין מרכיב מקצועי בתשלום נוסף.</strong></p>
<div><span>מידות:</span><br>
<span>ג: 175 ס”מ</span><br>
<span>ע: 60 ס”מ</span><br>
<span>ר: 60 ס”מ</span></div>
</div>
</div>","701
707
702E"
https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/,ארונות,https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%a9%d7%99%d7%a8%d7%95%d7%aa/,ארונות שירות,https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%a9%d7%99%d7%a8%d7%95%d7%aa/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%a9%d7%99%d7%a8%d7%95%d7%aa-%d7%9c%d7%9e%d7%9b%d7%95%d7%a0%d7%95%d7%aa-%d7%9b%d7%91%d7%99%d7%a1%d7%94/,ארונות שירות למכונות כביסה,https://yiron.co.il/product/%d7%90%d7%a8%d7%95%d7%a0%d7%99%d7%aa-%d7%a9%d7%99%d7%a8%d7%95%d7%aa-%d7%9c%d7%9e%d7%9b%d7%95%d7%a0%d7%aa-%d7%9b%d7%91%d7%99%d7%a1%d7%94-%d7%a8%d7%95%d7%a0%d7%94-%d7%9e%d7%a7%d7%98-411/,ארונית שירות למכונת כביסה – רונה מק”ט 411,411,649.00,סיבית מצופה מלמין,160₪,₪150.00,,,https://yiron.co.il/wp-content/uploads/2022/08/411-AI.pdf,"https://yiron.co.il/wp-content/uploads/2022/08/411_White-01_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2022/08/411_White-01_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2022/08/411_White-03_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2022/08/411_White-04_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2022/08/411_White-02_1081x800_G.jpg
https://yiron.co.il/wp-content/uploads/2022/08/411_1081x800_G.jpg","411_White-01_1081x800_G.jpg
411_White-01_1081x800_G.jpg
411_White-03_1081x800_G.jpg
411_White-04_1081x800_G.jpg
411_White-02_1081x800_G.jpg
411_1081x800_G.jpg","ארונית שירות למכונת כביסה בעיצוב חדשני ונקי עם מקום רב לאחסון הכולל 2 דלתות עליונות ומשטח עבודה.
הארונית משתלבת בכל סביבת שירות תודות לצבע נטרלי המתמזג בכל אווירה וסביבה.
על מנת להתאים למיקומים שונים של ברזי השירות, ניתן למקם את הקושרות האחוריות במספר גבהים כפי הצורך.

מידות
ג: 182.5 ס”מ
ע: 57.5 ס”מ
ר: 65.5 ס”מ

מידות פתח מכונת הכביסה:
ג: 89.5 ס”מ
ר: 61.5 ס”מ
מידות הארון הן חיצוניות בלבד
","<div><p><span>ארונית שירות למכונת כביסה בעיצוב חדשני ונקי עם מקום רב לאחסון הכולל 2 דלתות עליונות ומשטח עבודה.</span></p>
<p><span>הארונית משתלבת בכל סביבת שירות תודות לצבע נטרלי המתמזג בכל אווירה וסביבה.</span></p>
<p><span>על מנת להתאים למיקומים שונים של ברזי השירות, ניתן למקם את הקושרות האחוריות במספר גבהים כפי הצורך.</span></p>
<div></div>
<div><strong><span>מידות</span></strong><br>
<span>ג: 182.5 ס”מ</span><br>
<span>ע: 57.5 ס”מ</span><br>
<span>ר: 65.5 ס”מ</span></div>
<div></div>
<div><strong>מידות פתח מכונת הכביסה:</strong></div>
<div>ג: 89.5 ס”מ</div>
<div>ר: 61.5 ס”מ</div>
<p><strong>מידות הארון הן חיצוניות בלבד</strong></p>
</div>","606
707
709"
https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/,ארונות,https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%a9%d7%99%d7%a8%d7%95%d7%aa/,ארונות שירות,,,https://yiron.co.il/product/%d7%90%d7%a8%d7%95%d7%a0%d7%99%d7%aa-%d7%a2%d7%9c%d7%99%d7%95%d7%a0%d7%94-%d7%9c%d7%aa%d7%9c%d7%99%d7%99%d7%94-%d7%a2%d7%9c-%d7%94%d7%a7%d7%99%d7%a8-577a/,ארונית עליונה לתלייה על הקיר,577a,459.00,סיבית מצופה מלמין,130₪,₪200.00,,,,"https://yiron.co.il/wp-content/uploads/2021/12/A10541.jpg
https://yiron.co.il/wp-content/uploads/2021/12/A10541.jpg","A10541.jpg
A10541.jpg","
ארונית לתלייה על הקיר,
מתאים במיוחד כתוספת לארונית במטבח או בחדרי השירות.
ארונית עליונה לתלייה על קיר. מכיל  2 דלתות ומדף פנימי.
 עשוי מלוחות בעובי 1.7 ס”מ מצופה מלמין יצוק.
בגוף מארז המוצר מצוי שרטוט הרכבה מפורט.
את המוצר, רצוי לקבע לקיר בעזרת דיבלים ג’אמבו.
למוצר מצורף חלקי פרזול וחיבור איכותיים. המוצר הינו להרכבה עצמית
אין החברה אחראית לאופן תלייתו על קיר.
מידות:
ג: 80 ס”מ
ע: 32 ס”מ
ר: 60 ס”מ

","<div><div>
<h5>ארונית לתלייה על הקיר,</h5>
<h5>מתאים במיוחד כתוספת לארונית במטבח או בחדרי השירות.</h5>
<p><strong>ארונית עליונה לתלייה על קיר. מכיל  2 דלתות ומדף פנימי.</strong></p>
<p><strong> עשוי מלוחות בעובי 1.7 ס”מ מצופה מלמין יצוק.</strong></p>
<p><strong>בגוף מארז המוצר מצוי שרטוט הרכבה מפורט.</strong></p>
<p><strong>את המוצר, רצוי לקבע לקיר בעזרת דיבלים ג’אמבו.</strong></p>
<p><strong>למוצר מצורף חלקי פרזול וחיבור איכותיים. </strong><strong>המוצר הינו להרכבה עצמית</strong></p>
<p><strong>אין החברה אחראית לאופן תלייתו על קיר.</strong></p>
<div><span>מידות:</span><br>
<span>ג: 80 ס”מ</span><br>
<span>ע: 32 ס”מ</span><br>
<span>ר: 60 ס”מ</span></div>
</div>
</div>","702E
125
607E"
https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/,ארונות,https://yiron.co.il/product-category/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa/%d7%90%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%91%d7%92%d7%93%d7%99%d7%9d/,ארונות בגדים,,,https://yiron.co.il/product/%d7%90%d7%a8%d7%95%d7%9f-%d7%99%d7%a8%d7%93%d7%9f-%d7%9e%d7%a7%d7%98-608/,ארון – ירדן,608,"1,159.00",סיבית מצופה מלמין,180₪,₪210.00,,לבן,https://yiron.co.il/wp-content/uploads/2023/05/608-Assembly-Instructions.pdf,"https://yiron.co.il/wp-content/uploads/2023/05/608_White-01_1081x800_G-jpg.webp
https://yiron.co.il/wp-content/uploads/2023/05/608_1081x800_G-jpg.webp
https://yiron.co.il/wp-content/uploads/2023/05/608_White-02_1081x800_G-jpg.webp
https://yiron.co.il/wp-content/uploads/2023/05/608_White-03_1081x800_G-jpg.webp","608_White-01_1081x800_G-jpg.webp
608_1081x800_G-jpg.webp
608_White-02_1081x800_G-jpg.webp
608_White-03_1081x800_G-jpg.webp","ארון איכותי עם 3 דלתות ומקום רב לאחסון.
הדלתות נפתחות כך שיש גישה נוחה לכל תאי האחסון ובנוסף קיים מוט תליה רחב ומדף.
ניתן להוסיף מדף קטן  
הארון עומד על במה עם רגלים למניעת רטיבות ועם פרזול איכותי.
מתאים לחדרי ילדים או סטודנטים.
קל להרכבה
מידות:
גובה 184 ס”מ
רוחב 119 ס”מ
עומק 52.5 ס”מ
עומק המדפים 40 ס”מ
מידות הארון הן חיצוניות בלבד
","<div><p><span>ארון איכותי עם 3 דלתות ומקום רב לאחסון.</span><br>
<span>הדלתות נפתחות כך שיש גישה נוחה לכל תאי האחסון ובנוסף קיים מוט תליה רחב ומדף.</span><br>
<span><strong>ניתן להוסיף מדף קטן  </strong></span></p>
<p><span>הארון עומד על במה עם רגלים למניעת רטיבות ועם פרזול איכותי.</span><br>
<span>מתאים לחדרי ילדים או סטודנטים.</span><br>
<span>קל להרכבה</span></p>
<p><span>מידות:</span></p>
<p><span>גובה 184 ס”מ</span></p>
<p><span>רוחב 119 ס”מ</span></p>
<p><span>עומק 52.5 ס”מ</span></p>
<p><strong>עומק המדפים 40 ס”מ</strong></p>
<p><strong>מידות הארון הן חיצוניות בלבד</strong></p>
</div>","508a
124
773a"
